GROUP_VALUE,GP,MIN,TS_PCT,USG_PCT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,E_NET_RATING,AST_PCT,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,PACE,E_PACE,PIE,PERSON_ID,SEASON_START_YEAR
2010-11,80,21.8,0.502,0.166,105.0,104.9,97.0,96.0,8.0,8.9,0.054,0.096,0.167,0.133,10.1,10.2,0.467,91.23,91.77,0.094,201959,2010
2011-12,63,20.4,0.522,0.182,102.9,103.7,89.4,88.4,13.5,15.2,0.065,0.101,0.141,0.122,10.5,10.5,0.495,90.79,90.92,0.119,201959,2011
2012-13,65,22.5,0.518,0.177,103.3,102.4,98.1,97.6,5.3,4.8,0.071,0.086,0.152,0.119,11.9,12.0,0.485,90.7,91.33,0.098,201959,2012
2013-14,82,28.7,0.524,0.227,101.7,101.0,98.1,97.4,3.6,3.6,0.075,0.088,0.147,0.118,11.9,11.9,0.479,91.32,92.01,0.117,201959,2013
2009-10,71,11.2,0.426,0.141,102.8,104.1,104.4,105.7,-1.6,-1.7,0.059,0.068,0.118,0.093,7.9,7.9,0.396,100.89,99.63,0.043,201960,2009
2010-11,7,5.6,0.506,0.11,104.8,100.6,97.6,102.2,7.2,-1.6,0.069,0.053,0.188,0.114,0.0,0.0,0.444,103.08,102.86,0.085,201960,2010
2011-12,4,5.1,1.0,0.157,87.2,92.8,97.9,98.0,-10.6,-5.2,0.273,0.0,0.125,0.081,18.2,18.2,1.0,109.69,106.38,0.2,201960,2011
2009-10,76,18.2,0.527,0.168,99.1,98.6,105.8,107.0,-6.7,-8.5,0.085,0.023,0.091,0.057,11.8,11.8,0.496,99.14,98.82,0.071,201961,2009
2010-11,62,19.1,0.488,0.169,100.3,99.8,108.7,108.7,-8.3,-8.9,0.098,0.021,0.07,0.045,9.7,9.7,0.463,98.32,98.57,0.054,201961,2010
2011-12,51,19.1,0.487,0.156,101.3,102.0,102.7,102.7,-1.5,-0.7,0.057,0.014,0.086,0.05,6.9,6.9,0.462,95.28,94.99,0.064,201961,2011
2012-13,38,25.9,0.556,0.174,105.3,104.4,108.6,106.6,-3.3,-2.3,0.099,0.02,0.098,0.058,7.3,7.3,0.52,94.31,95.61,0.093,201961,2012
2009-10,56,19.4,0.571,0.191,107.0,107.1,111.7,111.8,-4.7,-4.7,0.167,0.036,0.066,0.051,9.3,9.4,0.545,96.89,96.8,0.083,201962,2009
2010-11,81,24.3,0.534,0.194,107.6,107.4,104.8,104.8,2.8,2.7,0.202,0.032,0.092,0.061,7.9,7.8,0.511,97.53,97.64,0.099,201962,2010
2011-12,38,17.3,0.393,0.239,97.9,97.5,98.7,97.8,-0.8,-0.3,0.205,0.023,0.088,0.054,13.0,12.9,0.371,94.72,95.32,0.049,201962,2011
2012-13,22,17.1,0.558,0.169,111.8,109.6,103.8,103.8,8.0,5.8,0.212,0.03,0.104,0.066,12.3,12.3,0.522,97.59,98.57,0.096,201962,2012
2010-11,44,21.5,0.476,0.169,100.3,99.7,111.0,110.1,-10.7,-10.4,0.061,0.028,0.105,0.065,11.8,11.7,0.466,95.5,96.24,0.055,201963,2010
2011-12,6,13.9,0.208,0.132,81.6,82.8,106.5,105.9,-24.9,-23.1,0.098,0.032,0.103,0.066,7.1,7.2,0.184,88.18,87.82,-0.003,201963,2011
2009-10,39,10.4,0.705,0.098,105.8,107.5,112.2,114.3,-6.4,-6.8,0.004,0.07,0.202,0.136,13.8,13.8,0.662,92.79,91.19,0.066,201965,2009
2011-12,20,5.3,0.435,0.162,105.7,107.0,103.4,107.8,2.3,-0.8,0.063,0.101,0.2,0.147,4.4,4.4,0.417,94.37,91.89,0.076,201965,2011
2012-13,37,10.0,0.533,0.183,102.4,104.8,95.8,95.1,6.6,9.7,0.068,0.08,0.177,0.132,13.3,13.2,0.492,96.42,95.64,0.11,201965,2012
2013-14,73,13.0,0.605,0.12,107.6,108.7,101.4,101.8,6.2,6.9,0.085,0.102,0.172,0.139,19.6,19.6,0.58,98.04,97.36,0.068,201965,2013
2014-15,51,7.5,0.618,0.153,98.6,101.0,106.9,109.0,-8.3,-8.0,0.061,0.095,0.219,0.155,17.3,17.2,0.579,97.06,94.96,0.096,201965,2014
2009-10,31,9.8,0.46,0.218,93.2,92.9,111.5,113.6,-18.3,-20.7,0.096,0.06,0.095,0.075,10.9,10.9,0.399,98.71,98.0,0.067,201966,2009
2010-11,8,9.6,0.563,0.241,96.7,98.2,107.4,110.2,-10.8,-12.0,0.05,0.013,0.129,0.065,14.0,14.1,0.531,93.23,91.34,0.099,201966,2010
2009-10,63,11.2,0.517,0.16,108.5,110.1,103.5,104.6,5.0,5.5,0.032,0.08,0.163,0.121,5.7,5.7,0.495,93.3,92.14,0.08,201967,2009
2010-11,56,19.8,0.457,0.141,100.0,101.1,103.5,104.0,-3.4,-2.9,0.046,0.068,0.119,0.092,8.8,8.8,0.433,91.7,91.01,0.052,201967,2010
2011-12,64,17.6,0.538,0.134,97.3,97.4,98.8,98.8,-1.6,-1.5,0.054,0.081,0.142,0.111,7.7,7.7,0.516,94.08,94.04,0.105,201967,2011
2009-10,44,9.2,0.457,0.178,93.8,94.3,104.9,108.1,-11.1,-13.8,0.07,0.033,0.084,0.057,8.9,9.0,0.412,95.02,93.34,0.03,201969,2009
2010-11,22,9.0,0.476,0.212,101.8,102.2,104.8,106.6,-3.0,-4.4,0.017,0.011,0.053,0.032,13.8,14.0,0.471,94.3,93.31,0.007,201969,2010
2011-12,15,13.9,0.493,0.17,96.7,95.7,103.7,104.0,-7.0,-8.3,0.083,0.04,0.08,0.059,9.2,9.2,0.469,91.86,92.23,0.041,201969,2011
2012-13,2,3.3,0.25,0.286,85.7,86.5,85.7,93.2,0.0,-6.7,0.25,0.0,0.333,0.167,0.0,0.0,0.25,100.98,96.5,0.083,201969,2012
2009-10,80,16.5,0.518,0.212,98.0,98.5,107.0,107.7,-9.0,-9.2,0.068,0.056,0.094,0.074,13.1,13.1,0.462,97.03,96.45,0.082,201970,2009
2010-11,78,20.2,0.525,0.17,105.0,104.4,103.2,102.6,1.9,1.8,0.069,0.027,0.097,0.062,9.0,9.0,0.489,93.87,94.4,0.08,201970,2010
2011-12,21,11.4,0.419,0.177,91.5,91.2,95.1,95.1,-3.5,-3.9,0.058,0.055,0.108,0.081,8.4,8.5,0.386,97.26,97.42,0.073,201970,2011
2009-10,82,18.2,0.564,0.197,106.2,106.7,103.0,102.8,3.2,3.9,0.07,0.139,0.221,0.18,15.2,15.1,0.556,95.21,95.08,0.114,201971,2009
2010-11,81,21.4,0.524,0.193,108.6,109.0,104.6,103.9,3.9,5.2,0.067,0.129,0.208,0.168,13.6,13.6,0.501,95.0,95.16,0.104,201971,2010
2011-12,64,21.3,0.549,0.21,104.3,104.3,102.7,102.1,1.7,2.1,0.091,0.115,0.148,0.131,12.7,12.7,0.534,95.24,95.53,0.098,201971,2011
2012-13,61,14.0,0.543,0.183,99.4,100.7,100.8,102.0,-1.4,-1.4,0.084,0.082,0.192,0.138,12.4,12.4,0.524,97.92,96.7,0.098,201971,2012
2013-14,78,15.6,0.557,0.187,106.0,107.3,105.3,106.1,0.7,1.2,0.088,0.114,0.198,0.155,13.0,13.0,0.534,98.51,97.49,0.097,201971,2013
2009-10,52,12.6,0.564,0.099,108.4,107.2,109.1,108.9,-0.7,-1.7,0.049,0.155,0.176,0.165,13.1,13.1,0.534,94.18,94.8,0.066,201972,2009
2010-11,63,10.8,0.567,0.095,101.5,102.4,97.9,100.2,3.6,2.2,0.041,0.109,0.179,0.142,14.7,14.8,0.511,93.88,92.42,0.056,201972,2010
2011-12,35,6.8,0.359,0.109,93.8,94.5,94.2,94.8,-0.4,-0.3,0.054,0.13,0.181,0.155,14.1,14.2,0.333,96.81,96.15,0.041,201972,2011
2009-10,80,27.9,0.545,0.155,104.7,103.8,108.3,107.3,-3.6,-3.5,0.041,0.088,0.146,0.115,10.0,10.0,0.511,89.45,90.21,0.082,201973,2009
2011-12,64,22.9,0.548,0.18,98.7,97.1,103.0,103.2,-4.3,-6.0,0.053,0.068,0.158,0.112,10.7,10.7,0.503,90.97,91.61,0.094,201973,2011
2012-13,49,18.2,0.531,0.195,102.6,102.5,108.0,108.1,-5.4,-5.6,0.079,0.076,0.146,0.109,9.6,9.6,0.489,93.97,93.94,0.095,201973,2012
2013-14,64,11.6,0.577,0.158,101.0,100.1,106.2,106.9,-5.2,-6.8,0.088,0.061,0.17,0.112,13.6,13.6,0.546,96.12,96.22,0.095,201973,2013
2014-15,75,16.4,0.549,0.16,105.3,105.0,99.2,99.8,6.0,5.2,0.091,0.071,0.156,0.112,8.4,8.4,0.517,95.21,95.03,0.1,201973,2014
2009-10,57,9.4,0.52,0.165,98.8,100.3,98.3,98.9,0.4,1.4,0.061,0.062,0.087,0.075,8.7,8.8,0.469,95.21,94.2,0.076,201974,2009
2010-11,41,11.9,0.565,0.147,98.7,98.9,100.3,102.2,-1.6,-3.3,0.096,0.071,0.113,0.092,14.9,14.7,0.558,93.0,92.05,0.08,201974,2010
2011-12,65,22.2,0.556,0.166,94.3,92.8,107.5,107.5,-13.2,-14.8,0.086,0.064,0.104,0.083,9.3,9.3,0.526,91.72,92.48,0.096,201974,2011
2009-10,41,11.9,0.454,0.181,103.1,103.3,101.0,103.9,2.1,-0.6,0.066,0.01,0.147,0.074,8.7,8.8,0.427,99.45,97.94,0.065,201975,2009
2010-11,74,27.9,0.6,0.152,105.4,105.7,103.4,103.7,2.0,2.0,0.056,0.011,0.076,0.043,7.8,7.7,0.546,94.55,94.33,0.077,201975,2010
2011-12,66,24.9,0.551,0.147,100.8,101.8,95.3,96.0,5.5,5.9,0.049,0.01,0.086,0.048,5.0,4.9,0.513,92.88,92.1,0.074,201975,2011
2012-13,41,17.4,0.551,0.15,106.4,106.1,98.5,98.7,7.9,7.4,0.262,0.059,0.088,0.073,12.0,12.0,0.513,95.95,95.94,0.104,201976,2012
2013-14,56,31.3,0.545,0.147,112.3,110.9,104.0,101.9,8.3,9.0,0.123,0.044,0.068,0.056,8.9,8.9,0.509,95.92,97.53,0.07,201976,2013
2014-15,56,30.8,0.509,0.161,106.3,104.5,103.6,102.2,2.7,2.2,0.171,0.038,0.099,0.068,9.9,10.0,0.492,97.19,98.66,0.071,201976,2014
2015-16,71,28.7,0.553,0.153,108.9,107.6,105.4,104.6,3.5,3.1,0.175,0.035,0.087,0.061,9.4,9.5,0.539,98.35,99.31,0.076,201976,2015
2016-17,67,30.7,0.546,0.14,114.7,113.3,106.3,106.0,8.4,7.3,0.184,0.044,0.144,0.093,10.4,10.4,0.521,100.88,101.64,0.085,201976,2016
2009-10,73,25.6,0.55,0.248,106.5,105.7,108.3,107.9,-1.8,-2.2,0.103,0.04,0.08,0.06,6.6,6.6,0.517,94.57,95.07,0.102,201977,2009
2010-11,46,16.2,0.494,0.247,99.1,99.1,96.7,96.9,2.5,2.2,0.109,0.034,0.145,0.09,8.4,8.4,0.463,90.93,90.89,0.112,201977,2010
2011-12,51,34.9,0.544,0.224,103.8,102.1,108.7,107.9,-4.9,-5.8,0.091,0.043,0.061,0.051,8.0,7.9,0.505,96.7,97.83,0.096,201977,2011
2009-10,74,20.1,0.545,0.186,107.9,107.6,107.4,107.4,0.5,0.1,0.096,0.024,0.129,0.074,6.5,6.5,0.522,97.37,97.49,0.101,201978,2009
2010-11,78,22.3,0.534,0.195,108.5,107.9,104.1,103.9,4.4,4.0,0.113,0.029,0.131,0.08,7.4,7.4,0.493,96.37,96.73,0.099,201978,2010
2011-12,58,22.4,0.556,0.19,102.9,102.6,102.6,102.6,0.3,0.0,0.093,0.029,0.143,0.085,8.7,8.7,0.535,94.17,94.29,0.107,201978,2011
2012-13,23,22.1,0.516,0.203,102.5,101.5,100.3,99.1,2.2,2.4,0.08,0.029,0.114,0.07,8.9,8.9,0.482,94.61,95.63,0.088,201978,2012
2013-14,41,18.3,0.505,0.17,106.4,105.4,106.2,106.3,0.1,-0.9,0.063,0.024,0.107,0.065,7.3,7.4,0.476,96.6,97.01,0.066,201978,2013
2013-14,71,16.5,0.506,0.172,100.2,100.7,98.9,98.8,1.3,1.9,0.273,0.022,0.098,0.062,15.6,15.5,0.487,92.9,92.76,0.093,201979,2013
2014-15,58,14.4,0.455,0.171,97.6,98.0,91.2,92.2,6.4,5.9,0.274,0.022,0.101,0.061,12.9,12.9,0.443,95.32,94.66,0.094,201979,2014
2009-10,20,5.7,0.48,0.174,96.6,100.7,104.3,106.7,-7.7,-6.0,0.074,0.071,0.075,0.073,9.8,9.7,0.462,97.62,94.49,0.067,201980,2009
2010-11,8,11.4,0.586,0.19,104.4,109.7,97.7,96.8,6.7,12.8,0.039,0.031,0.141,0.082,11.9,11.9,0.586,93.91,92.03,0.103,201980,2010
2011-12,66,23.1,0.579,0.17,106.7,107.0,98.9,98.5,7.8,8.5,0.086,0.036,0.112,0.074,10.0,9.9,0.549,95.41,95.5,0.096,201980,2011
2012-13,80,27.5,0.6,0.164,106.3,106.3,98.7,98.5,7.5,7.8,0.095,0.018,0.092,0.057,10.1,10.1,0.581,95.81,95.91,0.089,201980,2012
2013-14,68,24.3,0.58,0.162,106.4,106.2,96.5,96.4,9.9,9.8,0.092,0.016,0.117,0.069,10.7,10.7,0.562,97.23,97.39,0.091,201980,2013
2009-10,8,4.1,0.425,0.169,98.5,105.6,103.0,104.0,-4.5,1.5,0.056,0.0,0.054,0.029,7.1,7.3,0.4,97.51,93.76,0.01,201981,2009
2009-10,56,15.5,0.53,0.219,103.2,102.0,99.3,100.6,3.9,1.4,0.198,0.013,0.085,0.049,10.8,10.7,0.494,100.54,100.51,0.103,201985,2009
2010-11,50,15.9,0.454,0.223,104.4,104.3,102.2,102.7,2.2,1.6,0.233,0.019,0.073,0.045,10.2,10.2,0.42,95.56,95.35,0.075,201985,2010
2011-12,44,12.9,0.454,0.171,98.9,99.1,97.7,98.7,1.2,0.4,0.264,0.021,0.092,0.054,10.4,10.4,0.414,93.5,92.93,0.095,201985,2011
2012-13,57,22.4,0.501,0.177,98.2,97.6,100.1,99.9,-1.9,-2.3,0.273,0.015,0.074,0.044,9.0,9.0,0.475,92.66,93.03,0.096,201985,2012
2013-14,28,3.5,0.469,0.213,89.1,92.7,88.2,94.8,0.9,-2.1,0.271,0.008,0.075,0.04,10.6,10.5,0.478,101.92,96.34,0.09,201985,2013
2012-13,72,12.8,0.53,0.167,98.6,100.4,100.7,101.7,-2.1,-1.3,0.233,0.027,0.122,0.077,16.8,16.9,0.5,97.61,96.24,0.084,201986,2012
2013-14,26,11.6,0.545,0.181,103.4,105.0,105.1,105.6,-1.7,-0.6,0.163,0.021,0.134,0.078,13.5,13.5,0.505,96.74,95.81,0.093,201986,2013
2009-10,10,3.8,0.48,0.32,104.7,106.0,126.8,132.6,-22.1,-26.6,0.25,0.025,0.037,0.03,11.1,11.1,0.458,106.22,103.32,0.034,201988,2009
2010-11,64,12.2,0.506,0.231,97.3,99.1,105.0,106.6,-7.6,-7.5,0.261,0.023,0.046,0.034,11.9,11.9,0.483,93.98,92.43,0.085,201988,2010
2011-12,16,16.3,0.604,0.267,112.8,113.7,104.9,104.2,7.9,9.5,0.244,0.017,0.091,0.055,13.0,12.9,0.577,98.26,98.17,0.131,201988,2011
2012-13,58,11.3,0.59,0.193,105.8,106.9,103.3,104.7,2.4,2.2,0.147,0.015,0.062,0.04,11.2,11.1,0.577,98.8,97.64,0.082,201988,2012
2013-14,81,18.9,0.588,0.219,108.4,109.1,97.5,98.3,10.9,10.8,0.157,0.023,0.084,0.055,6.9,6.9,0.565,97.76,97.05,0.12,201988,2013
2009-10,16,4.4,0.533,0.181,107.0,113.2,105.8,109.1,1.2,4.1,0.19,0.048,0.072,0.061,23.7,23.9,0.472,95.4,91.33,0.054,201991,2009
2010-11,11,6.7,0.349,0.195,82.6,83.2,87.0,92.7,-4.4,-9.5,0.447,0.012,0.06,0.034,14.3,14.1,0.333,97.53,94.07,0.043,201991,2010
2011-12,16,20.9,0.483,0.283,101.4,101.0,101.1,101.9,0.3,-0.9,0.209,0.021,0.125,0.071,13.0,12.9,0.432,92.9,92.72,0.097,201991,2011
2010-11,69,37.8,0.494,0.233,100.2,98.9,109.0,107.9,-8.8,-9.0,0.357,0.013,0.112,0.06,13.2,13.2,0.427,96.19,97.34,0.117,202322,2010
2011-12,66,36.2,0.502,0.243,100.3,98.4,106.2,105.2,-6.0,-6.8,0.362,0.019,0.107,0.062,13.8,13.7,0.424,94.97,96.3,0.128,202322,2011
2012-13,49,32.7,0.521,0.286,102.8,102.1,101.2,100.7,1.6,1.5,0.407,0.022,0.1,0.061,11.2,11.2,0.449,95.89,96.5,0.146,202322,2012
2013-14,82,36.3,0.524,0.267,106.0,104.6,102.5,101.7,3.5,2.9,0.392,0.013,0.102,0.057,11.7,11.7,0.473,95.88,96.86,0.135,202322,2013
2014-15,79,35.9,0.523,0.253,104.4,103.4,99.6,98.1,4.8,5.3,0.446,0.013,0.111,0.064,12.6,12.6,0.473,96.44,97.63,0.151,202322,2014
2010-11,78,23.0,0.484,0.164,101.0,102.2,102.2,102.4,-1.2,-0.2,0.137,0.024,0.149,0.086,9.8,9.7,0.439,94.6,93.96,0.087,202323,2010
2011-12,65,26.3,0.478,0.197,101.4,102.0,99.3,99.1,2.1,2.8,0.164,0.016,0.205,0.11,11.4,11.4,0.455,92.35,92.19,0.106,202323,2011
2012-13,82,35.3,0.478,0.209,100.7,99.9,104.5,103.4,-3.8,-3.5,0.192,0.019,0.162,0.09,11.1,11.1,0.446,92.9,93.78,0.095,202323,2012
2013-14,27,21.2,0.468,0.191,99.9,100.9,104.4,104.1,-4.5,-3.2,0.19,0.022,0.128,0.077,11.3,11.2,0.442,93.57,93.26,0.081,202323,2013
2010-11,56,19.5,0.54,0.162,97.4,97.5,103.3,104.2,-5.9,-6.7,0.033,0.118,0.159,0.139,13.8,13.9,0.511,91.08,90.66,0.071,202324,2010
2011-12,65,21.2,0.537,0.2,100.4,99.8,100.9,101.5,-0.5,-1.7,0.053,0.113,0.199,0.155,15.2,15.2,0.499,94.12,94.1,0.116,202324,2011
2012-13,77,23.2,0.533,0.201,102.5,101.4,102.4,102.8,0.1,-1.5,0.071,0.103,0.21,0.155,14.5,14.6,0.482,92.43,92.72,0.116,202324,2012
2010-11,79,26.2,0.491,0.165,103.7,102.5,109.1,108.9,-5.4,-6.4,0.108,0.024,0.091,0.057,9.9,9.8,0.473,98.91,99.6,0.06,202325,2010
2011-12,65,22.6,0.477,0.141,100.8,99.9,106.1,104.9,-5.4,-5.0,0.062,0.016,0.103,0.059,11.3,11.3,0.465,94.92,95.91,0.049,202325,2011
2012-13,50,19.1,0.485,0.206,95.2,94.7,106.7,106.4,-11.6,-11.8,0.061,0.021,0.107,0.063,9.8,9.7,0.47,98.81,99.21,0.069,202325,2012
2013-14,79,28.4,0.522,0.149,101.7,101.0,108.8,108.6,-7.1,-7.6,0.082,0.03,0.117,0.074,10.0,10.0,0.502,101.07,101.46,0.066,202325,2013
2014-15,76,29.5,0.509,0.161,102.6,102.0,109.3,108.8,-6.7,-6.8,0.084,0.029,0.116,0.071,9.2,9.1,0.48,96.3,96.76,0.068,202325,2014
2010-11,81,28.5,0.484,0.27,101.3,99.4,107.5,106.9,-6.3,-7.6,0.149,0.091,0.223,0.154,16.2,16.2,0.432,96.04,97.21,0.099,202326,2010
2011-12,64,30.5,0.499,0.286,104.2,102.4,108.2,107.5,-3.9,-5.2,0.092,0.124,0.234,0.175,11.9,11.8,0.449,96.84,98.02,0.127,202326,2011
2012-13,75,30.5,0.524,0.278,104.1,102.2,110.2,109.5,-6.1,-7.3,0.154,0.097,0.245,0.168,13.7,13.7,0.467,95.42,96.64,0.132,202326,2012
2013-14,71,32.4,0.555,0.323,105.4,103.2,106.0,105.1,-0.7,-1.8,0.175,0.097,0.275,0.185,13.2,13.1,0.496,95.49,96.93,0.182,202326,2013
2014-15,59,34.1,0.545,0.334,105.2,103.4,104.2,103.4,1.1,0.1,0.202,0.096,0.269,0.186,14.4,14.4,0.468,97.22,98.43,0.18,202326,2014
2010-11,58,17.8,0.472,0.128,108.3,107.7,102.2,101.3,6.1,6.4,0.051,0.078,0.097,0.088,14.1,14.2,0.437,95.95,96.69,0.039,202327,2010
2011-12,38,21.8,0.493,0.138,107.2,108.0,97.6,97.6,9.7,10.4,0.055,0.074,0.105,0.09,12.5,12.5,0.443,92.7,92.34,0.054,202327,2011
2012-13,76,17.3,0.503,0.121,98.9,98.2,100.3,101.0,-1.5,-2.8,0.049,0.081,0.105,0.092,10.5,10.6,0.435,95.95,96.0,0.064,202327,2012
2010-11,80,27.8,0.575,0.153,107.0,104.8,109.5,108.8,-2.5,-4.0,0.075,0.116,0.181,0.147,9.6,9.7,0.551,89.6,90.84,0.108,202328,2010
2011-12,66,31.5,0.563,0.232,102.3,100.7,107.8,107.4,-5.5,-6.7,0.13,0.119,0.214,0.165,13.3,13.3,0.521,90.66,91.52,0.145,202328,2011
2012-13,81,33.2,0.527,0.244,100.8,99.5,106.0,104.9,-5.2,-5.5,0.189,0.089,0.212,0.149,13.4,13.4,0.486,91.78,92.87,0.142,202328,2012
2013-14,82,32.8,0.531,0.211,105.6,103.7,108.3,107.8,-2.7,-4.1,0.101,0.088,0.196,0.138,11.0,11.0,0.497,96.33,97.42,0.118,202328,2013
2014-15,69,31.0,0.549,0.234,103.0,102.0,103.7,103.7,-0.7,-1.7,0.119,0.099,0.23,0.16,11.5,11.5,0.496,94.27,94.76,0.15,202328,2014
2010-11,81,17.9,0.499,0.168,98.5,97.2,104.9,105.0,-6.4,-7.7,0.067,0.052,0.135,0.093,16.6,16.6,0.45,94.84,95.41,0.07,202329,2010
2011-12,66,22.4,0.481,0.159,98.6,98.7,98.9,98.9,-0.2,-0.2,0.074,0.07,0.148,0.11,15.9,15.9,0.429,90.12,90.02,0.075,202329,2011
2012-13,76,27.2,0.519,0.143,105.3,104.1,105.9,105.4,-0.6,-1.4,0.076,0.07,0.23,0.149,15.4,15.4,0.479,90.91,91.67,0.103,202329,2012
2013-14,80,25.6,0.516,0.14,103.4,103.7,108.8,107.5,-5.4,-3.8,0.083,0.064,0.188,0.125,11.6,11.6,0.487,94.2,94.63,0.093,202329,2013
2014-15,74,18.5,0.504,0.146,105.6,107.0,100.3,101.3,5.3,5.7,0.062,0.081,0.161,0.121,10.5,10.5,0.459,98.6,97.46,0.091,202329,2014
2010-11,72,16.9,0.578,0.149,103.1,102.8,111.1,110.8,-8.0,-8.0,0.106,0.035,0.089,0.061,14.4,14.4,0.544,93.46,93.77,0.068,202330,2010
2011-12,66,30.5,0.568,0.175,106.1,105.4,105.0,104.6,1.1,0.8,0.155,0.03,0.085,0.058,10.9,10.9,0.503,93.91,94.41,0.098,202330,2011
2012-13,72,29.2,0.564,0.211,106.7,105.8,104.2,103.9,2.5,1.8,0.163,0.025,0.087,0.056,9.8,9.7,0.501,93.94,94.49,0.109,202330,2012
2013-14,77,36.4,0.52,0.227,102.8,101.6,110.2,110.0,-7.4,-8.4,0.237,0.023,0.126,0.073,11.7,11.7,0.454,93.11,93.74,0.112,202330,2013
2014-15,76,34.4,0.567,0.257,105.8,104.7,103.9,102.7,1.9,2.1,0.211,0.021,0.124,0.072,11.4,11.4,0.5,92.17,93.19,0.139,202330,2014
2010-11,61,20.7,0.542,0.172,104.2,103.9,104.1,104.0,0.0,-0.1,0.082,0.029,0.145,0.087,12.2,12.2,0.505,97.76,97.99,0.093,202331,2010
2011-12,66,29.7,0.555,0.191,105.5,104.3,99.1,98.3,6.4,6.1,0.133,0.029,0.157,0.094,11.7,11.8,0.51,93.23,94.11,0.118,202331,2011
2012-13,79,37.6,0.531,0.231,104.4,103.2,98.1,95.9,6.4,7.3,0.191,0.03,0.167,0.101,12.6,12.6,0.491,91.51,93.09,0.134,202331,2012
2013-14,80,36.2,0.555,0.278,104.5,102.7,98.0,96.3,6.5,6.4,0.177,0.023,0.157,0.093,10.9,10.8,0.49,93.3,94.94,0.157,202331,2013
2014-15,6,15.2,0.492,0.319,101.7,101.9,92.2,94.9,9.5,7.0,0.122,0.045,0.173,0.115,16.7,16.7,0.459,94.5,93.04,0.106,202331,2014
2010-11,18,7.9,0.537,0.079,100.7,104.4,98.6,100.6,2.1,3.9,0.041,0.096,0.143,0.121,27.6,27.8,0.533,97.2,94.52,0.026,202332,2010
2011-12,26,6.7,0.592,0.149,92.5,96.9,103.2,103.5,-10.7,-6.5,0.034,0.08,0.192,0.139,14.8,15.0,0.524,95.64,93.32,0.123,202332,2011
2012-13,30,7.1,0.532,0.121,98.7,101.9,106.0,107.2,-7.3,-5.3,0.042,0.056,0.215,0.134,20.9,20.9,0.535,102.26,100.03,0.043,202332,2012
2010-11,38,13.9,0.451,0.165,99.4,98.6,103.2,104.8,-3.8,-6.2,0.054,0.017,0.055,0.036,6.2,6.1,0.413,93.15,92.79,0.033,202333,2010
2011-12,45,16.9,0.45,0.184,98.7,98.1,100.5,101.3,-1.8,-3.2,0.081,0.034,0.11,0.073,10.4,10.4,0.41,89.61,89.54,0.061,202333,2011
2012-13,50,12.5,0.481,0.169,95.1,94.4,106.7,108.3,-11.6,-13.9,0.036,0.033,0.129,0.078,12.6,12.6,0.422,91.56,91.24,0.039,202333,2012
2013-14,43,21.1,0.511,0.223,101.7,102.6,104.0,103.7,-2.3,-1.1,0.09,0.026,0.091,0.058,10.7,10.7,0.458,101.48,101.19,0.072,202333,2013
2014-15,9,9.5,0.424,0.142,108.8,111.8,99.4,103.9,9.4,8.0,0.048,0.022,0.027,0.025,9.7,10.1,0.231,95.93,92.58,0.0,202333,2014
2010-11,65,24.6,0.583,0.131,101.4,101.1,111.2,110.8,-9.8,-9.8,0.039,0.107,0.19,0.148,9.3,9.3,0.576,94.44,94.78,0.098,202334,2010
2011-12,66,23.2,0.544,0.133,94.3,94.2,102.7,101.9,-8.4,-7.7,0.068,0.088,0.207,0.147,13.2,13.2,0.513,91.44,91.86,0.112,202334,2011
2012-13,45,24.2,0.57,0.183,102.1,101.2,106.7,105.6,-4.6,-4.4,0.089,0.091,0.208,0.148,9.3,9.3,0.549,90.09,90.93,0.124,202334,2012
2010-11,52,16.7,0.574,0.16,106.1,105.8,105.8,104.5,0.3,1.3,0.078,0.097,0.129,0.113,8.7,8.7,0.558,94.09,94.81,0.108,202335,2010
2011-12,64,23.2,0.457,0.175,101.4,101.7,103.0,103.3,-1.6,-1.6,0.059,0.073,0.122,0.096,7.7,7.7,0.44,94.19,93.88,0.073,202335,2011
2012-13,47,25.9,0.571,0.182,109.1,108.2,106.8,106.2,2.3,2.0,0.066,0.061,0.124,0.093,7.4,7.4,0.557,98.19,98.9,0.096,202335,2012
2010-11,60,14.5,0.448,0.172,92.4,93.3,100.6,100.9,-8.2,-7.6,0.033,0.066,0.142,0.103,11.0,11.0,0.433,93.45,92.85,0.06,202336,2010
2011-12,52,12.4,0.463,0.167,101.6,101.3,92.3,92.6,9.3,8.8,0.079,0.093,0.138,0.116,15.5,15.5,0.457,94.57,94.56,0.064,202336,2011
2012-13,71,27.3,0.523,0.169,101.8,100.7,100.2,99.0,1.5,1.8,0.068,0.107,0.22,0.162,10.4,10.4,0.506,95.97,97.06,0.122,202336,2012
2013-14,23,25.4,0.478,0.163,96.4,95.4,105.4,104.7,-9.1,-9.4,0.055,0.095,0.185,0.138,11.2,11.2,0.469,93.22,94.01,0.084,202336,2013
2014-15,27,21.7,0.507,0.166,96.3,95.1,101.3,100.7,-5.0,-5.6,0.065,0.113,0.163,0.138,11.5,11.5,0.5,97.59,98.55,0.084,202336,2014
